timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_weekend
29/04/2016 02:00,63,7,3.5,76,22,2,0
29/04/2016 03:00,46,7,3,78.5,22,2,0
29/04/2016 04:00,53,7,3,68.5,25,1,0
29/04/2016 05:00,101,6,2,71,21,1,0
29/04/2016 06:00,564,6,2,66,25,1,0
29/04/2016 07:00,1887,6.5,2.5,61,25,1,0
29/04/2016 08:00,3669,7.5,3.5,61.5,28,2,0
29/04/2016 09:00,1981,8.5,4.5,53.5,31.5,2,0
29/04/2016 10:00,989,9.5,6,50.5,29,2,0
29/04/2016 11:00,1051,10.5,8.5,45,33,2,0
29/04/2016 12:00,1169,9.5,7,56.5,34,7,0
29/04/2016 13:00,907,9.5,6.5,60,28,7,0
29/04/2016 14:00,738,9.5,6.5,56,21.5,10,0
29/04/2016 15:00,1041,9,5,64,30.5,7,0
29/04/2016 16:00,1677,10,8.5,58,23,7,0
29/04/2016 17:00,2845,11,11,45.5,29,2,0
29/04/2016 18:00,2409,11,11,45.5,27.5,1,0
29/04/2016 19:00,1513,10,7.5,46.5,20.5,1,0
29/04/2016 20:00,998,10,7.5,52.5,20.5,1,0
29/04/2016 21:00,596,9,6.5,56,16.5,1,0
29/04/2016 22:00,460,8.5,7,55.5,10,1,0
29/04/2016 23:00,395,8,6,62,11,1,0
30/04/2016 00:00,332,7,5,68.5,11,1,1
30/04/2016 01:00,222,6.5,4.5,68.5,9,1,1
30/04/2016 02:00,157,6,4,71,11,1,1
30/04/2016 03:00,127,5.5,3.5,73.5,9,1,1
30/04/2016 04:00,69,5,3,76,8,1,1
30/04/2016 05:00,61,5,2.5,76,10,1,1
30/04/2016 06:00,127,5,3,76,8,1,1
30/04/2016 07:00,263,6,3.5,73.5,11,1,1
30/04/2016 08:00,512,8,6,66,9,1,1
30/04/2016 09:00,890,9.5,8,60,10,2,1
30/04/2016 10:00,1395,10,8,50.5,13,2,1
30/04/2016 11:00,1858,11,11,41,17,1,1
30/04/2016 12:00,2157,12,12,35,15,1,1
30/04/2016 13:00,2178,12,12,35,15,1,1
30/04/2016 14:00,2171,12.5,12.5,34,18,1,1
30/04/2016 15:00,2172,13,13,33.5,13,1,1
30/04/2016 16:00,2253,12,12,42.5,23.5,1,1
30/04/2016 17:00,1976,11.5,11.5,41,18.5,1,1
30/04/2016 18:00,1777,12,12,38,16,1,1
30/04/2016 19:00,1429,11.5,11.5,45.5,15,1,1
30/04/2016 20:00,1095,10.5,9.5,50.5,12,3,1
30/04/2016 21:00,526,9.5,8,60,9.5,1,1
30/04/2016 22:00,510,9,8,62,6.5,1,1
30/04/2016 23:00,441,8,7,66,6.5,1,1
01/05/2016 00:00,426,7.5,7,68.5,5,1,1
01/05/2016 01:00,270,7,6.5,71,5.5,1,1
01/05/2016 02:00,199,6,4,76,7,1,1
01/05/2016 03:00,154,6,5.5,76,5,1,1
01/05/2016 04:00,98,5,3.5,81,6.5,1,1
01/05/2016 05:00,98,5,3,81,8,1,1
01/05/2016 06:00,107,5.5,4.5,78.5,6,1,1
01/05/2016 07:00,171,7,6,71,6,1,1
01/05/2016 08:00,374,9.5,9.5,64,5,1,1
01/05/2016 09:00,776,11.5,11.5,52.5,7,1,1
01/05/2016 10:00,1344,13,13,44,11,1,1
01/05/2016 11:00,1884,13.5,13.5,41.5,14,2,1
01/05/2016 12:00,2365,14.5,14.5,36.5,15,1,1
01/05/2016 13:00,2749,15.5,15.5,32.5,15,1,1
01/05/2016 14:00,2740,16.5,16.5,29.5,16,1,1
01/05/2016 15:00,2953,16,16,36.5,20.5,1,1
01/05/2016 16:00,3205,15.5,15.5,42,22,1,1
01/05/2016 17:00,2764,15,15,48,19.5,1,1
01/05/2016 18:00,2454,14.5,14.5,49.5,21,1,1
01/05/2016 19:00,1568,13.5,13.5,51,20.5,1,1
01/05/2016 20:00,1006,12.5,12.5,59,17,1,1
01/05/2016 21:00,601,12,12,63,16,1,1
01/05/2016 22:00,512,11,11,72,15,7,1
01/05/2016 23:00,431,11,11,74.5,15,7,1
02/05/2016 00:00,363,11,11,77,18,4,0
02/05/2016 01:00,196,11,11,77,18,4,0
02/05/2016 02:00,168,11,11,82,16,4,0
02/05/2016 03:00,111,10,8,88,15,7,0
02/05/2016 04:00,91,10.5,9.5,91,13,7,0
02/05/2016 05:00,85,11,11,91,13,3,0
02/05/2016 06:00,125,11,11,94,14,3,0
02/05/2016 07:00,227,12,12,88,17,3,0
02/05/2016 08:00,411,12,12,88,17,3,0
02/05/2016 09:00,631,13,13,82,18.5,3,0
02/05/2016 10:00,956,13.5,13.5,79.5,16,3,0
02/05/2016 11:00,1434,14,14,77,22,3,0
02/05/2016 12:00,1707,15,15,68,25,2,0
02/05/2016 13:00,1880,15.5,15.5,65.5,27,2,0
02/05/2016 14:00,2283,17,17,59,26,2,0
02/05/2016 15:00,2221,16,16,59,27,2,0
02/05/2016 16:00,1587,15.5,15.5,65.5,30,7,0
02/05/2016 17:00,1283,14.5,14.5,72.5,29.5,7,0
02/05/2016 18:00,902,13.5,13.5,79.5,28.5,7,0
02/05/2016 19:00,858,12,12,72,20,2,0
02/05/2016 20:00,725,12,12,72,21,2,0
02/05/2016 21:00,442,12,12,63,22,2,0
02/05/2016 22:00,454,11,11,69.5,21,2,0
02/05/2016 23:00,288,11,11,67,24,2,0
03/05/2016 00:00,158,10,7,69,22,1,0
03/05/2016 01:00,113,10,7.5,67,20.5,1,0
03/05/2016 02:00,77,9,7,71,15,1,0
03/05/2016 03:00,41,8.5,6.5,73.5,14,1,0
03/05/2016 04:00,41,8,6,76,12,1,0
03/05/2016 05:00,109,7,5,81,13,1,0
03/05/2016 06:00,674,8,5.5,76,14,1,0
03/05/2016 07:00,2315,9,6.5,66,17,1,0
03/05/2016 08:00,4298,10,8,62,15,2,0
03/05/2016 09:00,2099,11,11,54,10,2,0
03/05/2016 10:00,1089,12.5,12.5,45.5,15,2,0
03/05/2016 11:00,1028,13.5,13.5,42.5,14,2,0
03/05/2016 12:00,1314,14.5,14.5,37.5,17,1,0
03/05/2016 13:00,1413,14.5,14.5,39,18,1,0
03/05/2016 14:00,1273,14.5,14.5,36,20.5,1,0
03/05/2016 15:00,1363,14,14,39,18.5,1,0
03/05/2016 16:00,1942,15,15,36.5,18.5,1,0
03/05/2016 17:00,3717,15,15,39,17,1,0
03/05/2016 18:00,3741,14,14,42.5,15,1,0
03/05/2016 19:00,2197,14,14,44,13,1,0
03/05/2016 20:00,1253,13,13,47,9,1,0
03/05/2016 21:00,812,13,13,49,6.5,1,0
03/05/2016 22:00,602,12,12,54,7,1,0
03/05/2016 23:00,293,11,11,58,10,1,0
04/05/2016 00:00,174,11,11,60,12,1,0
04/05/2016 01:00,97,10,8.5,64.5,10,1,0
04/05/2016 02:00,58,9.5,8,69,9,1,0
04/05/2016 03:00,44,9,8,68.5,9,1,0
04/05/2016 04:00,50,8,6.5,71,7.5,1,0
04/05/2016 05:00,133,8,7,71,6,1,0
04/05/2016 06:00,743,8.5,8.5,68.5,2,1,0
04/05/2016 07:00,2536,11,11,62,0,1,0
04/05/2016 08:00,4743,12.5,12.5,56.5,6.5,1,0
04/05/2016 09:00,2363,14.5,14.5,46.5,8,1,0
04/05/2016 10:00,1188,15.5,15.5,40.5,14,1,0
04/05/2016 11:00,1208,16,16,40.5,15,2,0
04/05/2016 12:00,1482,17,17,39,17.5,1,0
04/05/2016 13:00,1573,17,17,40.5,18,1,0
04/05/2016 14:00,1582,18,18,37,16,1,0
04/05/2016 15:00,1689,17,17,38,17,1,0
04/05/2016 16:00,2292,17.5,17.5,39.5,13,1,0
04/05/2016 17:00,4312,17,17,38,17,1,0
04/05/2016 18:00,4133,16.5,16.5,26,17.5,1,0
04/05/2016 19:00,2591,15.5,15.5,28,12,1,0
04/05/2016 20:00,1493,14.5,14.5,23,11,1,0
04/05/2016 21:00,914,13,13,27,11,1,0
04/05/2016 22:00,626,11.5,11.5,29,9,1,0
04/05/2016 23:00,158,10.5,10.5,42.5,7.5,1,0
05/05/2016 00:00,60,11,11,50,5,1,0
05/05/2016 01:00,132,10,9,56,9,1,0
05/05/2016 02:00,43,9.5,8.5,64,8,1,0
05/05/2016 03:00,25,9,8,73.5,7,1,0
05/05/2016 04:00,43,8,7,79,6.5,1,0
05/05/2016 05:00,124,8.5,8,79,5,1,0
05/05/2016 06:00,745,9.5,9,73.5,6,1,0
05/05/2016 07:00,2409,11.5,11.5,65,8,1,0
05/05/2016 08:00,4836,15,15,50,10,1,0
05/05/2016 09:00,2679,17,17,42,14,1,0
05/05/2016 10:00,1351,17.5,17.5,38,16,1,0
05/05/2016 11:00,1287,18,18,35.5,16,1,0
05/05/2016 12:00,1715,19,19,32,18,1,0
05/05/2016 13:00,1773,20,20,29,17.5,1,0
05/05/2016 14:00,1785,20,20,31.5,19.5,1,0
05/05/2016 15:00,1898,18.5,18.5,31,24,1,0
05/05/2016 16:00,2621,18.5,18.5,36,25,1,0
05/05/2016 17:00,4497,17.5,17.5,38,25,1,0
05/05/2016 18:00,4162,15.5,15.5,42,25,1,0
05/05/2016 19:00,2583,14,14,44,22,1,0
05/05/2016 20:00,1610,14,14,48,15,1,0
05/05/2016 21:00,999,13,13,57,14,1,0
05/05/2016 22:00,802,12.5,12.5,63,16,1,0
05/05/2016 23:00,505,12,12,67,16,1,0
06/05/2016 00:00,266,11.5,11.5,72,11,1,0
06/05/2016 01:00,136,11,11,72,7.5,1,0
06/05/2016 02:00,85,10.5,10.5,74,6,1,0
06/05/2016 03:00,77,9.5,9,79,6,1,0
06/05/2016 04:00,61,9,8.5,79,5,1,0
06/05/2016 05:00,140,9,8.5,79,5,1,0
06/05/2016 06:00,712,9.5,8.5,76,6.5,1,0
06/05/2016 07:00,2236,10.5,10,76.5,9,1,0
06/05/2016 08:00,4425,12.5,12.5,74.5,10,1,0
06/05/2016 09:00,2495,15.5,15.5,65.5,9,1,0
06/05/2016 10:00,1342,17,17,59,11,1,0
06/05/2016 11:00,1458,18.5,18.5,52.5,15,1,0
06/05/2016 12:00,1845,20,20,46,18.5,1,0
06/05/2016 13:00,1941,20,20,44.5,21.5,1,0
06/05/2016 14:00,1859,21,21,41.5,20,1,0
06/05/2016 15:00,2091,21,21,40.5,21,1,0
06/05/2016 16:00,2861,21,21,43,22,1,0
06/05/2016 17:00,4493,20,20,44.5,23,1,0
06/05/2016 18:00,4136,18.5,18.5,52.5,22,1,0
06/05/2016 19:00,2588,17.5,17.5,55.5,20.5,1,0
06/05/2016 20:00,1619,16,16,63,15,1,0
06/05/2016 21:00,1118,14.5,14.5,70,15,1,0
06/05/2016 22:00,855,14,14,72,11,1,0
06/05/2016 23:00,750,14,14,74.5,11,1,0
07/05/2016 00:00,564,13.5,13.5,79.5,13,1,1
07/05/2016 01:00,397,13,13,82,11,1,1
07/05/2016 02:00,270,12,12,88,8,1,1
07/05/2016 03:00,168,12,12,88,7,1,1
07/05/2016 04:00,118,12,12,88,8,1,1
07/05/2016 05:00,104,12,12,85,8,1,1
07/05/2016 06:00,152,12,12,88,9,1,1
07/05/2016 07:00,334,13.5,13.5,79.5,6.5,1,1
07/05/2016 08:00,803,15,15,72,11,1,1
07/05/2016 09:00,1451,18.5,18.5,62,10,1,1
07/05/2016 10:00,2219,19,19,64,11,1,1
07/05/2016 11:00,3027,21.5,21.5,55,12,1,1
07/05/2016 12:00,3563,23.5,23.5,44,12,1,1
07/05/2016 13:00,3984,23,23,48.5,18,2,1
07/05/2016 14:00,3709,22.5,22,47,25,2,1
07/05/2016 15:00,4015,22,21,44,22.5,1,1
07/05/2016 16:00,3773,21,21,46,20,1,1
07/05/2016 17:00,3624,21,21,44.5,19.5,1,1
07/05/2016 18:00,3457,21,21,41.5,23,1,1
07/05/2016 19:00,2738,20.5,20.5,43,15,1,1
07/05/2016 20:00,2111,19,19,50.5,13,1,1
07/05/2016 21:00,1251,18,18,56,14,1,1
07/05/2016 22:00,1071,17,17,59,13,1,1
07/05/2016 23:00,916,16,16,65.5,10,1,1
